"ID","deployment_date","deployment_datetime","Longitude","Latitude","proxy_site","start_date","end_date","NO2.offset","NO2.gain.Ox","NO2.gain.O3"
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-07-16 03:00:00","2020-07-20 06:00:00",-1.21249596718679,0.549800659503362,0.549800659503362
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-07-20 07:00:00","2020-07-24 10:00:00",-1.49466290807969,0.631689927279322,0.631689927279322
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-07-24 11:00:00","2020-07-28 14:00:00",-1.74638050389727,0.652430161278604,0.652430161278604
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-07-28 15:00:00","2020-08-05 07:00:00",-1.99279878943479,0.673291254673498,0.673291254673498
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-08-05 08:00:00","2020-08-09 11:00:00",-2.19459016467466,0.653101819892793,0.653101819892793
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-08-09 12:00:00","2020-08-27 15:00:00",-2.07849887514537,0.808453461687881,0.808453461687881
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-08-27 16:00:00","2020-08-31 19:00:00",-3.32381355244444,0.596228315716517,0.596228315716517
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-08-31 20:00:00","2020-09-04 23:00:00",-3.10888954074036,0.592234604828565,0.592234604828565
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-09-05 00:00:00","2020-09-09 03:00:00",-3.46774774382587,0.624245312720809,0.624245312720809
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-09-09 04:00:00","2020-09-13 07:00:00",-3.98061843995222,0.649722728579782,0.649722728579782
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-09-13 08:00:00","2020-09-17 11:00:00",-3.97001155790396,0.664244019529514,0.664244019529514
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-09-17 12:00:00","2020-09-21 15:00:00",-3.77305091583841,0.665372395188911,0.665372395188911
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-09-21 16:00:00","2020-09-25 19:00:00",-3.76140405116305,0.684605590299453,0.684605590299453
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-09-25 20:00:00","2020-10-12 11:00:00",-4.07990268393285,0.701226347077975,0.701226347077975
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-10-12 12:00:00","2020-10-16 15:00:00",-3.50411994506498,0.702789783429609,0.702789783429609
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-10-16 16:00:00","2020-10-20 19:00:00",-2.87890325917923,0.633884503681078,0.633884503681078
"AQY BB-642","2020-06-03","2020-06-03 12:00:00",-122.356809,37.960428,"San Pablo - Rumrill","2020-10-20 20:00:00","2199-12-31 23:59:59",-1.5168214445084,0.55463987698531,0.55463987698531
"AQY BB-643","2019-12-06","2019-12-06 11:00:00",-122.350804,37.978882,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-644","2019-12-06","2019-12-06 17:00:00",-122.33812,37.950787,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-646","2019-12-21","2019-12-21 16:00:00",-122.350017,37.91678,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-647","2019-12-16","2019-12-16 12:10:00",-122.326398,37.946382,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-648","2019-12-05","2019-12-05 13:15:00",-122.307056,37.907775,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-649","2019-12-06","2019-12-06 14:45:00",-122.309832,37.940881,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-650","2020-08-12","2020-08-12 11:00:00",-122.364117,37.931852,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-651","2019-12-09","2019-12-09 17:00:00",-122.339732,37.936658,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-652","2019-12-16","2019-12-16 11:20:00",-122.349205,37.938642,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-787","2020-08-12","2020-08-12 12:00:00",-122.33885,37.962904,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-788","2020-03-05","2020-03-05 11:30:00",-122.346511,37.94755,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-789","2020-08-12","2020-08-12 08:30:00",-122.33137,37.924758,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-790","2020-08-12","2020-08-12 10:00:00",-122.358723,37.927592,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-791","2020-08-12","2020-08-12 13:00:00",-122.349434,37.958849,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-792","2020-08-14","2020-08-14 11:00:00",-122.335447,37.994871,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-793","2020-03-13","2020-03-13 15:00:00",-122.315955,37.915453,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-794","2020-03-19","2020-03-19 10:00:00",-122.332639,37.946713,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-795","2020-03-06","2020-03-06 16:00:00",-122.284784,37.975904,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-796","2020-07-24","2020-07-24 14:30:00",-122.305837,37.979566,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-797","2020-08-14","2020-08-14 13:00:00",-122.287926,37.968896,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-798","2020-03-12","2020-03-12 13:30:00",-122.366437,37.965249,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-799","2020-07-20","2020-07-20 14:30:00",-122.356242,37.920952,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-800","2020-10-06","2020-10-06 10:50:00",-122.364609,37.942987,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-801","2020-05-11","2020-05-11 11:00:00",-122.33952,37.971666,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-802","2020-08-13","2020-08-13 12:00:00",-122.303358,37.985959,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-804","2020-09-17","2020-09-17 11:50:00",-122.337568,37.933887,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-805","2020-03-05","2020-03-05 14:30:00",-122.379561,37.912533,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-806","2020-05-12","2020-05-12 11:00:00",-122.364858,37.948007,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-807","2020-08-14","2020-08-14 10:00:00",-122.352474,37.952281,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-808","2020-05-11","2020-05-11 10:45:00",-122.335865,37.969085,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-809","2020-03-03","2020-03-03 11:15:00",-122.323812,37.935882,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-810","2020-08-12","2020-08-12 14:00:00",-122.353068,37.970754,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BB-811","2020-08-13","2020-08-13 13:30:00",-122.349649,37.927343,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BE-645A","2019-12-09","2019-12-09 13:15:00",-122.326871,37.943383,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
"AQY BE-803A","2020-03-19","2020-03-19 10:00:00",-122.3034,37.98596,"San Pablo - Rumrill","2019-01-01 00:00:00","2199-12-31 23:59:59",0,1,1
